Arabic Conjugation,Baab Name,Arabic Root,Urdu Translation,Meaning,Fael Text,Number,Gender,Person
شَكَرْتُنَّ,نصر,شكر,آپ (سب عورتوں) نے  شکر کیا,شکر کرنا,ماضی معروف,جمع,مونث,حاضر
شَكَرْتُ,نصر,شكر,میں (ایک مرد) نے  شکر کیا,شکر کرنا,ماضی معروف,واحد,مذکر,متکلم
شَكَرْنَا,نصر,شكر,ہم (دو مردوں) نے  شکر کیا,شکر کرنا,ماضی معروف,تثنیہ,مذکر,متکلم
شَكَرْنَا,نصر,شكر,ہم (سب مردوں) نے  شکر کیا,شکر کرنا,ماضی معروف,جمع,مذکر,متکلم
شَكَرْتُ,نصر,شكر,میں (ایک عورت) نے  شکر کیا,شکر کرنا,ماضی معروف,واحد,مونث,متکلم
شَكَرْنَا,نصر,شكر,ہم (دو عورتوں) نے  شکر کیا,شکر کرنا,ماضی معروف,تثنیہ,مونث,متکلم
شَكَرْنَا,نصر,شكر,ہم (سب عورتوں) نے  شکر کیا,شکر کرنا,ماضی معروف,جمع,مونث,متکلم
مَا شَكَرَ,نصر,شكر,اس (ایک مرد) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا شَكَرَا,نصر,شكر,ان (دو مردوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا شَكَرُوْا,نصر,شكر,ان (سب مردوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا شَكَرَتْ,نصر,شكر,اس (ایک عورت) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,واحد,مونث,غائب
مَا شَكَرَتَا,نصر,شكر,ان (دو عورتوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا شَكَرْنَ,نصر,شكر,ان (سب عورتوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,جمع,مونث,غائب
مَا شَكَرْتَ,نصر,شكر,آپ ایک مرد نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا شَكَرْتُمَا,نصر,شكر,آپ دو مردوں نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا شَكَرْتُمْ,نصر,شكر,آپ سب مردوں نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا شَكَرْتِ,نصر,شكر,آپ (ایک عورت) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا شَكَرْتُمَا,نصر,شكر,آپ (دو عورتوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا شَكَرْتُنَّ,نصر,شكر,آپ (سب عورتوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا شَكَرْتُ,نصر,شكر,میں (ایک مرد) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا شَكَرْنَا,نصر,شكر,ہم (دو مردوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا شَكَرْنَا,نصر,شكر,ہم (سب مردوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا شَكَرْتُ,نصر,شكر,میں (ایک عورت) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا شَكَرْنَا,نصر,شكر,ہم (دو عورتوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا شَكَرْنَا,نصر,شكر,ہم (سب عورتوں) نے  نہیں  شکر کیا,شکر کرنا,ماضی معروف نفی,جمع,مونث,متکلم
یَشْكُرُ,نصر,شكر,وہ (ایک مرد) شکر کرتا ہے,شکر کرنا,مضارع معروف,واحد,مذکر,غائب
یَشْكُرَانِ,نصر,شكر,وہ (دو مرد) شکر کرتے ہیں,شکر کرنا,مضارع معروف,تثنیہ,مذکر,غائب
یَشْكُرُوْنَ,نصر,شكر,وہ (سب مرد) شکر کرتے ہیں,شکر کرنا,مضارع معروف,جمع,مذکر,غائب
تَشْكُرُ,نصر,شكر,وہ (ایک عورت) شکر کرتی ہے,شکر کرنا,مضارع معروف,واحد,مونث,غائب
تَشْكُرَانِ,نصر,شكر,وہ (دو عورتیں) شکر کرتی ہیں,شکر کرنا,مضارع معروف,تثنیہ,مونث,غائب
یَشْكُرْنَ,نصر,شكر,وہ (سب عورتیں) شکر کرتی ہیں,شکر کرنا,مضارع معروف,جمع,مونث,غائب
تَشْكُرُ,نصر,شكر,آپ (ایک مرد) شکر کرتے ہو,شکر کرنا,مضارع معروف,واحد,مذکر,حاضر
تَشْكُرَانِ,نصر,شكر,آپ (دو مرد) شکر کرتے ہو,شکر کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَشْكُرُوْنَ,نصر,شكر,آپ (سب مرد) شکر کرتے ہو,شکر کرنا,مضارع معروف,جمع,مذکر,حاضر
تَشْكُرِیْنَ,نصر,شكر,آپ (ایک عورت) شکر کرتی ہو,شکر کرنا,مضارع معروف,واحد,مونث,حاضر
تَشْكُرَانِ,نصر,شكر,آپ (دو عورتیں) شکر کرتی ہیں,شکر کرنا,مضارع معروف,تثنیہ,مونث,حاضر
تَشْكُرْنَ,نصر,شكر,آپ (سب عورتیں) شکر کرتی ہیں,شکر کرنا,مضارع معروف,جمع,مونث,حاضر
اَشْكُرُ,نصر,شكر,میں (ایک مرد) شکر کرتا ہوں,شکر کرنا,مضارع معروف,واحد,مذکر,متکلم
نَشْكُرُ,نصر,شكر,ہم (دو مرد) شکر کرتے ہیں,شکر کرنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَشْكُرُ,نصر,شكر,ہم (سب مرد) شکر کرتے ہیں,شکر کرنا,مضارع معروف,جمع,مذکر,متکلم
اَشْكُرُ,نصر,شكر,میں (ایک عورت) شکر کرتی ہوں,شکر کرنا,مضارع معروف,واحد,مونث,متکلم
نَشْكُرُ,نصر,شكر,ہم (دو عورتیں) شکر کرتی ہیں,شکر کرنا,مضارع معروف,تثنیہ,مونث,متکلم
نَشْكُرُ,نصر,شكر,ہم (سب عورتیں) شکر کرتی ہیں,شکر کرنا,مضارع معروف,جمع,مونث,متکلم
لَا یَشْكُرُ,نصر,شكر,وہ (ایک مرد)  نہیں شکر کرتا ہے,شکر کرنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَشْكُرَانِ,نصر,شكر,وہ (دو مرد)  نہیں شکر کرتے ہیں,شکر کرنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَشْكُرُوْنَ,نصر,شكر,وہ (سب مرد)  نہیں شکر کرتے ہیں,شکر کرنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَشْكُرُ,نصر,شكر,وہ (ایک عورت)  نہیں شکر کرتی ہے,شکر کرنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَشْكُرَانِ,نصر,شكر,وہ (دو عورتیں)  نہیں شکر کرتی ہیں,شکر کرنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَشْكُرْنَ,نصر,شكر,وہ (سب عورتیں)  نہیں شکر کرتی ہیں,شکر کرنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَشْكُرُ,نصر,شكر,آپ (ایک مرد)  نہیں شکر کرتے ہو,شکر کرنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَشْكُرَانِ,نصر,شكر,آپ (دو مرد)  نہیں شکر کرتے ہو,شکر کرنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَشْكُرُوْنَ,نصر,شكر,آپ (سب مرد)  نہیں شکر کرتے ہو,شکر کرنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَشْكُرِیْنَ,نصر,شكر,آپ (ایک عورت)  نہیں شکر کرتی ہو,شکر کرنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَشْكُرَانِ,نصر,شكر,آپ (دو عورتیں)  نہیں شکر کرتی ہیں,شکر کرنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَشْكُرْنَ,نصر,شكر,آپ (سب عورتیں)  نہیں شکر کرتی ہیں,شکر کرنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَشْكُرُ,نصر,شكر,میں (ایک مرد)  نہیں شکر کرتا ہوں,شکر کرنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَشْكُرُ,نصر,شكر,ہم (دو مرد)  نہیں شکر کرتے ہیں,شکر کرنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَشْكُرُ,نصر,شكر,ہم (سب مرد)  نہیں شکر کرتے ہیں,شکر کرنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَشْكُرُ,نصر,شكر,میں (ایک عورت)  نہیں شکر کرتی ہوں,شکر کرنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَشْكُرُ,نصر,شكر,ہم (دو عورتیں)  نہیں شکر کرتی ہیں,شکر کرنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَشْكُرُ,نصر,شكر,ہم (سب عورتیں)  نہیں شکر کرتی ہیں,شکر کرنا,مضارع معروف نفی,جمع,مونث,متکلم
قَتَلَ,نصر,قتل,اس (ایک مرد) نے  قتل کیا,قتل کرنا,ماضی معروف,واحد,مذکر,غائب
قَتَلَا,نصر,قتل,ان (دو مردوں) نے  قتل کیا,قتل کرنا,ماضی معروف,تثنیہ,مذکر,غائب
قَتَلُوْا,نصر,قتل,ان (سب مردوں) نے  قتل کیا,قتل کرنا,ماضی معروف,جمع,مذکر,غائب
قَتَلَتْ,نصر,قتل,اس (ایک عورت) نے  قتل کیا,قتل کرنا,ماضی معروف,واحد,مونث,غائب
قَتَلَتَا,نصر,قتل,ان (دو عورتوں) نے  قتل کیا,قتل کرنا,ماضی معروف,تثنیہ,مونث,غائب
قَتَلْنَ,نصر,قتل,ان (سب عورتوں) نے  قتل کیا,قتل کرنا,ماضی معروف,جمع,مونث,غائب
قَتَلْتَ,نصر,قتل,آپ ایک مرد نے  قتل کیا,قتل کرنا,ماضی معروف,واحد,مذکر,حاضر
قَتَلْتُمَا,نصر,قتل,آپ دو مردوں نے  قتل کیا,قتل کرنا,ماضی معروف,تثنیہ,مذکر,حاضر
قَتَلْتُمْ,نصر,قتل,آپ سب مردوں نے  قتل کیا,قتل کرنا,ماضی معروف,جمع,مذکر,حاضر
قَتَلْتِ,نصر,قتل,آپ (ایک عورت) نے  قتل کیا,قتل کرنا,ماضی معروف,واحد,مونث,حاضر
قَتَلْتُمَا,نصر,قتل,آپ (دو عورتوں) نے  قتل کیا,قتل کرنا,ماضی معروف,تثنیہ,مونث,حاضر
قَتَلْتُنَّ,نصر,قتل,آپ (سب عورتوں) نے  قتل کیا,قتل کرنا,ماضی معروف,جمع,مونث,حاضر
قَتَلْتُ,نصر,قتل,میں (ایک مرد) نے  قتل کیا,قتل کرنا,ماضی معروف,واحد,مذکر,متکلم
قَتَلْنَا,نصر,قتل,ہم (دو مردوں) نے  قتل کیا,قتل کرنا,ماضی معروف,تثنیہ,مذکر,متکلم
قَتَلْنَا,نصر,قتل,ہم (سب مردوں) نے  قتل کیا,قتل کرنا,ماضی معروف,جمع,مذکر,متکلم
قَتَلْتُ,نصر,قتل,میں (ایک عورت) نے  قتل کیا,قتل کرنا,ماضی معروف,واحد,مونث,متکلم
قَتَلْنَا,نصر,قتل,ہم (دو عورتوں) نے  قتل کیا,قتل کرنا,ماضی معروف,تثنیہ,مونث,متکلم
قَتَلْنَا,نصر,قتل,ہم (سب عورتوں) نے  قتل کیا,قتل کرنا,ماضی معروف,جمع,مونث,متکلم
مَا قَتَلَ,نصر,قتل,اس (ایک مرد) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا قَتَلَا,نصر,قتل,ان (دو مردوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا قَتَلُوْا,نصر,قتل,ان (سب مردوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا قَتَلَتْ,نصر,قتل,اس (ایک عورت) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,واحد,مونث,غائب
مَا قَتَلَتَا,نصر,قتل,ان (دو عورتوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا قَتَلْنَ,نصر,قتل,ان (سب عورتوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,جمع,مونث,غائب
مَا قَتَلْتَ,نصر,قتل,آپ ایک مرد نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا قَتَلْتُمَا,نصر,قتل,آپ دو مردوں نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا قَتَلْتُمْ,نصر,قتل,آپ سب مردوں نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا قَتَلْتِ,نصر,قتل,آپ (ایک عورت) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا قَتَلْتُمَا,نصر,قتل,آپ (دو عورتوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا قَتَلْتُنَّ,نصر,قتل,آپ (سب عورتوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا قَتَلْتُ,نصر,قتل,میں (ایک مرد) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا قَتَلْنَا,نصر,قتل,ہم (دو مردوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا قَتَلْنَا,نصر,قتل,ہم (سب مردوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا قَتَلْتُ,نصر,قتل,میں (ایک عورت) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا قَتَلْنَا,نصر,قتل,ہم (دو عورتوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا قَتَلْنَا,نصر,قتل,ہم (سب عورتوں) نے  نہیں  قتل کیا,قتل کرنا,ماضی معروف نفی,جمع,مونث,متکلم
یَقْتُلُ,نصر,قتل,وہ (ایک مرد) قتل کرتا ہے,قتل کرنا,مضارع معروف,واحد,مذکر,غائب
یَقْتُلَانِ,نصر,قتل,وہ (دو مرد) قتل کرتے ہیں,قتل کرنا,مضارع معروف,تثنیہ,مذکر,غائب
یَقْتُلُوْنَ,نصر,قتل,وہ (سب مرد) قتل کرتے ہیں,قتل کرنا,مضارع معروف,جمع,مذکر,غائب
تَقْتُلُ,نصر,قتل,وہ (ایک عورت) قتل کرتی ہے,قتل کرنا,مضارع معروف,واحد,مونث,غائب
تَقْتُلَانِ,نصر,قتل,وہ (دو عورتیں) قتل کرتی ہیں,قتل کرنا,مضارع معروف,تثنیہ,مونث,غائب
یَقْتُلْنَ,نصر,قتل,وہ (سب عورتیں) قتل کرتی ہیں,قتل کرنا,مضارع معروف,جمع,مونث,غائب
تَقْتُلُ,نصر,قتل,آپ (ایک مرد) قتل کرتے ہو,قتل کرنا,مضارع معروف,واحد,مذکر,حاضر
تَقْتُلَانِ,نصر,قتل,آپ (دو مرد) قتل کرتے ہو,قتل کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَقْتُلُوْنَ,نصر,قتل,آپ (سب مرد) قتل کرتے ہو,قتل کرنا,مضارع معروف,جمع,مذکر,حاضر
تَقْتُلِیْنَ,نصر,قتل,آپ (ایک عورت) قتل کرتی ہو,قتل کرنا,مضارع معروف,واحد,مونث,حاضر
تَقْتُلَانِ,نصر,قتل,آپ (دو عورتیں) قتل کرتی ہیں,قتل کرنا,مضارع معروف,تثنیہ,مونث,حاضر
تَقْتُلْنَ,نصر,قتل,آپ (سب عورتیں) قتل کرتی ہیں,قتل کرنا,مضارع معروف,جمع,مونث,حاضر
